"SKMEL2_Untreated_1" "SKMEL2_Untreated_2" "SKMEL2_Untreated_3" "SKMEL2_Induced_18hours_1" "SKMEL2_Induced_18hours_2" "SKMEL2_Induced_18hours_3"
"ENSG00000235173" 335 468 538 501 411 452
"ENSG00000235174" 1 1 0 0 1 1
"ENSG00000235180" 7 4 15 6 3 8
"ENSG00000235183" 1 0 0 0 1 0
"ENSG00000235191" 0 1 3 0 1 1
"ENSG00000235192" 14 16 26 37 19 16
"ENSG00000235193" 3 3 4 3 0 6
"ENSG00000235194" 188 208 287 275 208 189
"ENSG00000235204" 6 6 9 3 2 8
"ENSG00000235205" 4 2 8 7 10 7
"ENSG00000235207" 4 3 1 4 3 4
"ENSG00000235209" 0 0 0 1 1 1
"ENSG00000235213" 1 2 1 1 0 0
"ENSG00000235214" 0 3 5 4 1 1
"ENSG00000235217" 8 7 2 2 5 3
"ENSG00000235218" 10 5 12 8 8 9
"ENSG00000235221" 15 13 15 22 6 15
"ENSG00000235225" 9 8 9 5 6 8
"ENSG00000235236" 7 3 5 5 5 3
"ENSG00000235238" 1 0 1 0 0 1
"ENSG00000235241" 3 2 5 3 3 3
"ENSG00000235243" 2 2 0 0 0 2
"ENSG00000235244" 14 4 9 12 6 6
"ENSG00000235245" 9 9 21 28 13 18
"ENSG00000235246" 1 1 1 1 0 3
"ENSG00000235251" 4 3 4 2 3 1
"ENSG00000235253" 15 5 15 9 7 9
"ENSG00000235257" 72 66 91 92 52 42
"ENSG00000235258" 1 0 0 0 0 1
"ENSG00000235262" 0 0 0 1 0 4
"ENSG00000235267" 1 0 1 0 0 2
"ENSG00000235272" 0 1 0 1 1 0
"ENSG00000235274" 2 0 1 4 0 1
"ENSG00000235275" 1 0 1 1 0 0
"ENSG00000235277" 0 2 0 1 0 0
"ENSG00000235278" 1 0 2 0 0 0
"ENSG00000235281" 0 0 2 1 2 1
"ENSG00000235284" 0 1 0 2 0 0
"ENSG00000235285" 0 0 0 1 1 0
"ENSG00000235286" 2 0 0 2 2 0
"ENSG00000235290" 0 1 1 4 2 1
"ENSG00000235296" 0 0 0 0 0 2
"ENSG00000235297" 6 1 3 5 13 6
"ENSG00000235298" 8 10 18 18 11 8
"ENSG00000235299" 4 0 0 0 2 0
"ENSG00000235301" 0 0 0 2 0 0
"ENSG00000235308" 2 4 0 1 0 1
"ENSG00000235310" 2 3 1 1 0 2
"ENSG00000235313" 14 8 9 15 12 10
"ENSG00000235314" 4 7 20 9 4 11
"ENSG00000235316" 20 12 30 14 17 15
"ENSG00000235319" 0 2 4 1 2 2
"ENSG00000235330" 4 4 3 5 2 5
"ENSG00000235332" 1 0 2 1 1 4
"ENSG00000235335" 1 0 2 1 2 0
"ENSG00000235337" 0 1 1 1 1 2
"ENSG00000235343" 11 16 19 23 14 7
"ENSG00000235350" 1 1 0 0 0 0
"ENSG00000235351" 2 0 0 0 5 1
"ENSG00000235354" 2 7 2 2 1 2
"ENSG00000235356" 13 18 8 9 12 13
"ENSG00000235358" 4 0 0 0 1 0
"ENSG00000235363" 1 0 1 0 2 2
"ENSG00000235369" 1 0 1 3 1 0
"ENSG00000235370" 23 17 29 40 31 25
"ENSG00000235371" 6 5 7 3 4 3
"ENSG00000235374" 38 55 61 58 46 50
"ENSG00000235376" 10 3 4 4 4 5
"ENSG00000235377" 1 0 1 0 0 0
"ENSG00000235379" 0 0 0 0 1 1
"ENSG00000235381" 141 123 118 182 125 89
"ENSG00000235385" 9 17 21 21 16 19
"ENSG00000235387" 2 4 2 3 0 1
"ENSG00000235389" 0 2 0 0 0 0
"ENSG00000235390" 3 0 2 1 0 1
"ENSG00000235397" 4 1 4 7 1 2
"ENSG00000235400" 21 26 25 34 28 28
"ENSG00000235408" 18 16 16 15 18 9
"ENSG00000235411" 2 0 3 7 3 1
"ENSG00000235413" 3 3 4 6 6 6
"ENSG00000235419" 2 1 0 0 0 1
"ENSG00000235420" 0 1 0 1 2 0
"ENSG00000235422" 0 0 0 0 0 2
"ENSG00000235423" 215 212 253 283 240 222
"ENSG00000235424" 0 0 1 0 1 0
"ENSG00000235425" 2 0 1 0 0 0
"ENSG00000235426" 5 4 4 7 5 2
"ENSG00000235427" 1 1 0 4 1 1
"ENSG00000235429" 0 0 0 0 1 1
"ENSG00000235436" 11 2 7 4 3 6
"ENSG00000235437" 846 896 1377 1106 785 795
"ENSG00000235438" 0 4 1 1 1 2
"ENSG00000235440" 1 1 0 1 0 2
"ENSG00000235444" 0 0 1 1 0 0
"ENSG00000235445" 0 3 1 1 0 2
"ENSG00000235448" 13 19 22 18 17 15
"ENSG00000235449" 3 3 1 2 1 2
"ENSG00000235453" 74 80 91 84 65 60
"ENSG00000235454" 1 0 1 0 0 1
"ENSG00000235459" 3 0 0 1 6 1
"ENSG00000235472" 3 3 5 3 5 4
"ENSG00000235475" 2 2 3 3 5 6
"ENSG00000235481" 1 1 2 3 1 0
"ENSG00000235482" 0 2 0 1 0 0
"ENSG00000235483" 0 1 1 1 0 0
"ENSG00000235485" 2 1 0 1 2 0
"ENSG00000235486" 2 0 0 1 0 1
"ENSG00000235488" 1 1 1 1 3 1
"ENSG00000235489" 5 5 3 4 4 6
"ENSG00000235493" 0 1 1 1 1 2
"ENSG00000235495" 19 15 25 12 11 11
"ENSG00000235497" 1 1 0 1 0 0
"ENSG00000235499" 7 9 16 9 18 16
"ENSG00000235500" 8 7 14 10 13 9
"ENSG00000235501" 25 34 47 46 38 42
"ENSG00000235505" 2 3 1 3 0 3
"ENSG00000235508" 2 1 6 6 5 4
"ENSG00000235513" 16 19 21 23 18 22
"ENSG00000235514" 1 0 1 0 0 0
"ENSG00000235522" 1 5 9 6 3 4
"ENSG00000235524" 0 1 1 0 0 0
"ENSG00000235525" 1 0 3 1 2 0
"ENSG00000235526" 8 7 12 12 9 5
"ENSG00000235527" 7 6 4 9 5 5
"ENSG00000235529" 1 1 2 4 2 3
"ENSG00000235530" 28 23 26 25 19 7
"ENSG00000235531" 135 182 192 192 140 162
"ENSG00000235532" 1 0 0 2 2 0
"ENSG00000235535" 0 0 2 0 1 0
"ENSG00000235538" 0 1 0 0 1 0
"ENSG00000235545" 11 12 16 12 1 3
"ENSG00000235546" 5 8 11 11 6 8
"ENSG00000235548" 0 0 0 2 0 0
"ENSG00000235552" 5 1 4 1 3 0
"ENSG00000235554" 2 0 0 4 1 2
"ENSG00000235555" 0 0 2 0 0 0
"ENSG00000235559" 31 46 28 32 18 22
"ENSG00000235560" 28 30 48 32 33 33
"ENSG00000235568" 1 1 0 1 1 0
"ENSG00000235571" 11 4 5 8 3 3
"ENSG00000235574" 1 0 1 0 1 2
"ENSG00000235575" 0 0 0 0 2 0
"ENSG00000235578" 2 4 3 7 4 4
"ENSG00000235582" 2 1 0 1 0 0
"ENSG00000235586" 4 3 2 2 2 0
"ENSG00000235587" 15 12 12 14 14 15
"ENSG00000235590" 24 18 27 41 22 18
"ENSG00000235595" 0 2 0 1 0 0
"ENSG00000235597" 24 21 28 32 17 22
"ENSG00000235605" 1 0 0 0 1 0
"ENSG00000235609" 26 30 31 42 26 33
"ENSG00000235610" 11 4 4 2 5 4
"ENSG00000235613" 6 5 10 6 4 7
"ENSG00000235615" 7 3 4 5 2 3
"ENSG00000235616" 0 0 1 2 1 1
"ENSG00000235618" 14 7 8 15 9 11
"ENSG00000235619" 0 0 0 2 0 0
"ENSG00000235621" 0 0 1 2 1 0
"ENSG00000235626" 0 1 0 1 0 0
"ENSG00000235627" 1 1 3 1 1 1
"ENSG00000235629" 0 2 0 0 0 1
"ENSG00000235631" 14 19 28 19 19 30
"ENSG00000235635" 3 3 1 0 2 1
"ENSG00000235636" 1 2 2 1 0 0
"ENSG00000235639" 0 0 1 1 0 0
"ENSG00000235641" 0 1 0 0 2 0
"ENSG00000235643" 0 1 1 5 2 0
"ENSG00000235644" 0 0 0 0 1 1
"ENSG00000235646" 0 0 0 0 1 1
"ENSG00000235647" 8 6 8 11 5 12
"ENSG00000235651" 19 19 21 29 19 9
"ENSG00000235652" 5 8 6 12 11 6
"ENSG00000235660" 0 2 0 0 0 0
"ENSG00000235663" 0 1 2 1 0 0
"ENSG00000235669" 54 77 70 94 66 70
"ENSG00000235672" 1 0 0 0 1 1
"ENSG00000235673" 0 1 0 0 1 1
"ENSG00000235674" 11 12 8 11 11 9
"ENSG00000235677" 4 6 7 4 8 7
"ENSG00000235681" 10 7 11 13 8 6
"ENSG00000235685" 1 0 0 0 1 0
"ENSG00000235686" 1 1 0 0 1 0
"ENSG00000235689" 0 0 1 1 1 1
"ENSG00000235690" 0 2 2 0 0 0
"ENSG00000235698" 2 3 0 2 2 0
"ENSG00000235700" 7 4 3 5 2 7
"ENSG00000235701" 1 3 2 0 0 1
"ENSG00000235703" 21 13 25 24 19 10
"ENSG00000235706" 34 40 38 51 40 27
"ENSG00000235710" 1 3 0 0 0 1
"ENSG00000235711" 2 0 8 3 1 1
"ENSG00000235720" 1 4 3 1 3 3
"ENSG00000235724" 1 2 1 1 1 0
"ENSG00000235725" 3 3 0 1 0 4
"ENSG00000235726" 0 1 2 1 1 0
"ENSG00000235741" 0 2 0 0 1 0
"ENSG00000235748" 0 0 1 1 1 1
"ENSG00000235749" 2 3 6 9 7 10
"ENSG00000235750" 48 38 62 56 32 57
"ENSG00000235768" 0 0 0 1 0 2
"ENSG00000235770" 1 3 0 0 2 2
"ENSG00000235774" 0 0 0 0 1 1
"ENSG00000235776" 5 0 0 2 1 5
"ENSG00000235781" 2 3 7 9 6 9
"ENSG00000235790" 10 9 11 13 7 2
"ENSG00000235795" 10 6 11 12 8 6
"ENSG00000235797" 0 0 0 0 0 3
"ENSG00000235805" 1 0 0 0 0 2
"ENSG00000235806" 9 18 19 18 20 11
"ENSG00000235808" 0 0 1 0 2 0
"ENSG00000235812" 1 2 0 1 0 3
"ENSG00000235813" 3 2 2 3 1 5
"ENSG00000235816" 0 0 2 0 0 0
"ENSG00000235817" 0 2 0 1 0 0
"ENSG00000235821" 4 3 5 2 4 2
"ENSG00000235822" 1 1 0 1 1 1
"ENSG00000235823" 206 221 298 285 204 184
"ENSG00000235828" 2 3 3 2 3 1
"ENSG00000235831" 10 2 5 8 5 5
"ENSG00000235832" 0 2 3 0 0 0
"ENSG00000235833" 1 1 4 1 1 2
"ENSG00000235837" 7 9 6 13 10 8
"ENSG00000235838" 6 7 11 3 8 8
"ENSG00000235840" 0 0 1 0 0 1
"ENSG00000235843" 2 2 0 3 2 1
"ENSG00000235847" 153 221 263 172 170 173
"ENSG00000235848" 1 0 1 0 0 0
"ENSG00000235852" 9 3 9 11 5 6
"ENSG00000235859" 43 49 56 57 47 53
"ENSG00000235863" 13 8 7 16 13 14
"ENSG00000235864" 1 1 1 1 0 0
"ENSG00000235865" 69 43 51 83 53 47
"ENSG00000235872" 9 7 15 15 14 13
"ENSG00000235879" 0 2 1 0 2 0
"ENSG00000235881" 0 0 0 0 2 0
"ENSG00000235884" 2 4 8 4 3 6
"ENSG00000235885" 54 49 63 64 42 39
"ENSG00000235890" 27 38 50 51 37 51
"ENSG00000235892" 0 2 0 0 0 0
"ENSG00000235893" 2 2 2 1 0 1
"ENSG00000235897" 24 21 25 27 29 17
"ENSG00000235901" 0 0 1 1 4 1
"ENSG00000235903" 62 54 96 110 56 68
"ENSG00000235904" 5 2 3 5 1 0
"ENSG00000235907" 0 2 0 0 0 0
"ENSG00000235908" 4 3 4 3 3 1
"ENSG00000235910" 3 1 2 2 2 1
"ENSG00000235912" 1 0 0 0 0 1
"ENSG00000235916" 2 0 0 1 0 1
"ENSG00000235917" 1 5 4 6 4 9
"ENSG00000235919" 25 33 24 26 28 18
"ENSG00000235920" 1 1 1 1 0 0
"ENSG00000235927" 1 4 2 2 5 1
"ENSG00000235929" 0 0 0 2 0 0
"ENSG00000235931" 1 1 0 1 1 0
"ENSG00000235933" 0 0 1 1 0 0
"ENSG00000235934" 0 0 1 0 0 2
"ENSG00000235937" 1 1 0 1 0 0
"ENSG00000235944" 40 28 31 52 24 40
"ENSG00000235945" 1 1 0 3 0 2
"ENSG00000235946" 1 3 5 2 1 0
"ENSG00000235947" 0 1 0 2 2 2
"ENSG00000235954" 38 42 52 34 27 23
"ENSG00000235958" 1 0 1 0 0 2
"ENSG00000235961" 16 13 26 27 23 15
"ENSG00000235962" 0 0 0 4 4 2
"ENSG00000235964" 3 2 1 0 2 1
"ENSG00000235975" 0 0 1 1 0 0
"ENSG00000235978" 3 1 6 2 2 1
"ENSG00000235979" 1 3 1 1 0 1
"ENSG00000235989" 6 9 16 16 12 10
"ENSG00000235990" 1 0 2 1 1 0
"ENSG00000235991" 0 0 0 0 1 1
"ENSG00000235992" 1 0 1 0 0 0
"ENSG00000235997" 1 0 3 0 1 1
"ENSG00000236003" 0 1 0 1 0 0
"ENSG00000236005" 1 0 0 0 1 0
"ENSG00000236007" 4 11 4 7 7 4
"ENSG00000236008" 0 0 1 0 2 1
"ENSG00000236013" 107 109 153 174 116 133
"ENSG00000236015" 26 22 17 26 18 23
"ENSG00000236017" 13 6 12 11 10 6
"ENSG00000236018" 3 1 4 0 1 3
"ENSG00000236021" 1 1 0 1 2 1
"ENSG00000236027" 0 1 1 1 1 0
"ENSG00000236030" 8 7 7 8 8 7
"ENSG00000236031" 4 1 0 3 0 6
"ENSG00000236035" 2 1 1 0 3 0
"ENSG00000236039" 1 2 5 1 2 1
"ENSG00000236040" 5 2 0 1 3 2
"ENSG00000236042" 1 0 0 1 0 1
"ENSG00000236044" 0 0 1 0 0 1
"ENSG00000236045" 1 1 2 4 2 4
"ENSG00000236047" 15 6 4 4 4 6
"ENSG00000236048" 1 2 1 1 1 2
"ENSG00000236049" 47 54 69 55 44 46
"ENSG00000236051" 0 2 1 1 0 0
"ENSG00000236053" 1 0 1 0 1 1
"ENSG00000236054" 1 0 3 1 2 2
"ENSG00000236056" 32 57 38 57 45 36
"ENSG00000236058" 2 1 2 2 0 1
"ENSG00000236060" 0 0 1 0 0 3
"ENSG00000236062" 0 0 1 0 2 0
"ENSG00000236065" 3 1 1 3 2 1
"ENSG00000236069" 2 3 4 1 0 3
"ENSG00000236073" 0 1 2 0 1 0
"ENSG00000236078" 63 57 68 46 47 36
"ENSG00000236081" 30 47 68 70 52 42
"ENSG00000236086" 1 0 0 0 0 1
"ENSG00000236088" 179 202 205 214 173 163
"ENSG00000236090" 25 53 73 47 59 51
"ENSG00000236095" 0 1 0 0 0 1
"ENSG00000236098" 1 1 4 2 3 4
"ENSG00000236104" 127 201 230 211 190 156
"ENSG00000236105" 1 0 0 0 1 0
"ENSG00000236107" 2 0 0 0 0 0
"ENSG00000236108" 1 0 2 0 0 0
"ENSG00000236111" 1 0 0 1 2 0
"ENSG00000236115" 1 1 1 0 0 0
"ENSG00000236116" 0 0 2 0 0 0
"ENSG00000236119" 1 1 0 3 0 0
"ENSG00000236121" 3 1 1 0 1 2
"ENSG00000236124" 0 1 0 1 0 1
"ENSG00000236132" 0 0 1 0 2 1
"ENSG00000236133" 1 1 0 0 0 0
"ENSG00000236137" 1 1 5 4 2 6
"ENSG00000236138" 0 2 0 2 0 3
"ENSG00000236140" 0 0 0 1 1 0
"ENSG00000236144" 93 121 123 144 106 113
"ENSG00000236145" 1 1 2 1 1 1
"ENSG00000236148" 1 0 1 0 0 0
"ENSG00000236153" 2 1 0 0 0 0
"ENSG00000236154" 1 0 0 3 0 0
"ENSG00000236155" 0 0 1 0 1 0
"ENSG00000236159" 1 1 2 1 0 1
"ENSG00000236165" 0 0 0 1 0 2
"ENSG00000236166" 4 2 5 1 3 6
"ENSG00000236182" 0 2 0 0 0 0
"ENSG00000236184" 15 17 18 21 9 11
"ENSG00000236185" 4 0 0 2 1 0
"ENSG00000236189" 2 0 0 1 1 2
"ENSG00000236194" 1 7 3 9 7 3
"ENSG00000236197" 4 3 3 5 6 6
"ENSG00000236199" 0 0 0 0 0 3
"ENSG00000236200" 21 20 28 23 19 12
"ENSG00000236204" 5 7 5 8 7 5
"ENSG00000236206" 0 0 0 0 1 1
"ENSG00000236209" 3 5 4 4 3 4
"ENSG00000236211" 0 0 1 0 0 1
"ENSG00000236213" 2 1 1 2 3 1
"ENSG00000236216" 1 3 1 3 3 4
"ENSG00000236229" 0 0 1 4 0 1
"ENSG00000236230" 5 9 8 8 5 2
"ENSG00000236231" 1 0 0 0 1 0
"ENSG00000236234" 2 1 1 1 0 1
"ENSG00000236235" 1 0 1 3 2 2
"ENSG00000236238" 1 0 0 1 2 0
"ENSG00000236241" 2 0 0 0 0 0
"ENSG00000236243" 1 0 0 2 1 0
"ENSG00000236254" 8 3 8 6 2 4
"ENSG00000236255" 13 28 25 24 22 9
"ENSG00000236256" 1 4 5 0 3 8
"ENSG00000236257" 1 1 0 0 0 0
"ENSG00000236261" 1 0 1 0 0 0
"ENSG00000236263" 32 42 64 53 39 40
"ENSG00000236264" 0 2 0 2 4 1
"ENSG00000236266" 8 8 10 7 8 10
"ENSG00000236268" 1 3 1 1 0 0
"ENSG00000236269" 6 1 11 10 11 3
"ENSG00000236272" 1 0 1 1 0 0
"ENSG00000236279" 5 13 14 11 5 12
"ENSG00000236283" 4 9 5 9 5 7
"ENSG00000236285" 1 0 3 2 4 2
"ENSG00000236287" 1148 1346 1489 1506 1147 1160
"ENSG00000236297" 3 3 5 5 4 1
"ENSG00000236299" 0 1 0 1 2 0
"ENSG00000236305" 6 3 8 7 2 3
"ENSG00000236307" 12 6 4 11 10 11
"ENSG00000236308" 8 7 8 11 13 9
"ENSG00000236317" 0 3 2 2 1 1
"ENSG00000236319" 2 0 3 1 7 2
"ENSG00000236320" 2 1 2 1 0 1
"ENSG00000236324" 0 0 0 1 0 1
"ENSG00000236325" 1 1 0 0 0 0
"ENSG00000236326" 0 0 0 0 2 0
"ENSG00000236330" 2 2 1 3 2 1
"ENSG00000236332" 2 0 0 2 0 0
"ENSG00000236334" 2 0 1 0 0 1
"ENSG00000236337" 3 4 5 6 7 7
"ENSG00000236343" 0 0 0 0 0 2
"ENSG00000236345" 0 1 1 0 0 0
"ENSG00000236348" 0 0 0 2 2 0
"ENSG00000236349" 2 7 3 4 1 4
"ENSG00000236358" 0 0 0 0 2 1
"ENSG00000236359" 4 5 3 4 4 2
"ENSG00000236360" 0 0 0 0 1 1
"ENSG00000236364" 15 12 7 25 16 5
"ENSG00000236366" 0 4 4 2 3 7
"ENSG00000236375" 0 2 0 0 0 0
"ENSG00000236377" 5 3 3 5 4 3
"ENSG00000236383" 13 19 19 30 13 14
"ENSG00000236384" 54 69 60 74 55 41
"ENSG00000236385" 959 1003 1238 1312 932 887
"ENSG00000236390" 3 0 0 0 1 1
"ENSG00000236393" 3 7 2 1 2 1
"ENSG00000236397" 5 11 11 9 8 4
"ENSG00000236398" 3 0 0 1 1 2
"ENSG00000236404" 23 26 26 28 21 16
"ENSG00000236409" 2 1 3 2 1 1
"ENSG00000236411" 3 3 3 1 0 2
"ENSG00000236423" 38 39 37 57 45 42
"ENSG00000236426" 3 1 1 1 2 1
"ENSG00000236427" 2 3 2 3 2 1
"ENSG00000236430" 3 1 5 0 1 1
"ENSG00000236431" 13 13 16 17 10 8
"ENSG00000236432" 10 8 10 8 7 11
"ENSG00000236434" 1 0 0 1 0 1
"ENSG00000236438" 3 1 1 7 4 7
"ENSG00000236439" 0 2 0 2 4 1
"ENSG00000236440" 0 0 2 0 1 0
"ENSG00000236445" 0 1 0 2 1 0
"ENSG00000236449" 37 29 47 42 23 37
"ENSG00000236451" 6 3 10 10 5 7
"ENSG00000236453" 253 284 316 343 259 246
"ENSG00000236456" 3 1 3 1 1 3
"ENSG00000236459" 1 0 0 1 0 1
"ENSG00000236463" 1 1 2 0 4 1
"ENSG00000236467" 0 0 1 0 1 0
"ENSG00000236468" 6 11 6 5 7 4
"ENSG00000236472" 0 0 1 1 1 0
"ENSG00000236474" 0 2 1 0 1 2
"ENSG00000236478" 1 0 3 2 3 1
"ENSG00000236480" 13 19 10 9 17 14
"ENSG00000236483" 3 1 1 2 0 2
"ENSG00000236485" 0 1 0 1 2 0
"ENSG00000236489" 3 3 4 2 6 3
"ENSG00000236491" 0 2 1 2 0 0
"ENSG00000236493" 8 5 6 5 5 3
"ENSG00000236496" 42 42 33 46 57 48
"ENSG00000236498" 23 30 45 21 28 31
"ENSG00000236499" 1 7 1 5 2 1
"ENSG00000236501" 0 0 0 2 0 0
"ENSG00000236503" 5 2 2 5 0 2
"ENSG00000236504" 0 1 0 0 2 2
"ENSG00000236505" 0 0 2 0 0 0
"ENSG00000236509" 1 1 5 2 1 1
"ENSG00000236512" 1 0 1 1 0 0
"ENSG00000236513" 46 39 46 52 53 37
"ENSG00000236514" 1 3 4 4 5 1
"ENSG00000236516" 1 3 3 1 1 0
"ENSG00000236519" 23 21 22 16 21 19
"ENSG00000236523" 4 2 5 4 1 5
"ENSG00000236526" 20 13 17 16 15 10
"ENSG00000236527" 1 1 3 2 1 1
"ENSG00000236528" 3 3 1 5 1 3
"ENSG00000236529" 5 2 4 2 3 1
"ENSG00000236530" 2 4 3 4 1 1
"ENSG00000236532" 45 34 40 29 50 28
"ENSG00000236533" 1 1 0 2 1 0
"ENSG00000236536" 1 3 3 2 1 1
"ENSG00000236539" 3 12 12 20 9 13
"ENSG00000236540" 43 41 42 49 39 32
"ENSG00000236542" 1 1 0 0 0 0
"ENSG00000236544" 8 0 0 0 1 0
"ENSG00000236545" 0 0 0 1 2 4
"ENSG00000236548" 4 4 2 3 0 2
"ENSG00000236549" 1 0 1 0 0 0
"ENSG00000236552" 51 81 119 91 84 78
"ENSG00000236556" 1 0 1 0 0 0
"ENSG00000236559" 3 8 5 13 10 8
"ENSG00000236562" 0 0 1 1 0 0
"ENSG00000236564" 0 1 0 0 0 2
"ENSG00000236565" 1 1 2 0 0 0
"ENSG00000236567" 4 4 1 7 2 0
"ENSG00000236570" 0 1 1 7 1 1
"ENSG00000236576" 0 0 1 2 0 1
"ENSG00000236577" 3 1 2 3 2 2
"ENSG00000236580" 9 6 5 12 2 9
"ENSG00000236581" 7 4 6 12 5 4
"ENSG00000236582" 61 65 77 85 48 54
"ENSG00000236583" 1 2 6 0 0 2
"ENSG00000236603" 5 4 5 4 4 3
"ENSG00000236608" 2 6 2 1 3 1
"ENSG00000236609" 0 0 0 0 1 1
"ENSG00000236617" 3 4 5 3 8 5
"ENSG00000236618" 36 52 95 58 49 60
"ENSG00000236636" 0 1 2 1 1 1
"ENSG00000236641" 0 0 0 2 0 0
"ENSG00000236643" 2 6 6 3 4 6
"ENSG00000236651" 1 2 1 0 0 1
"ENSG00000236653" 4 0 2 0 0 2
"ENSG00000236654" 1 1 0 0 0 0
"ENSG00000236662" 0 1 1 1 1 0
"ENSG00000236670" 11 6 6 13 6 5
"ENSG00000236671" 3 2 3 2 0 1
"ENSG00000236673" 1 0 1 0 0 0
"ENSG00000236674" 0 1 2 1 1 0
"ENSG00000236675" 16 19 19 15 15 15
"ENSG00000236680" 1 0 0 0 1 3
"ENSG00000236682" 34 44 50 43 44 42
"ENSG00000236683" 0 1 3 0 0 1
"ENSG00000236686" 0 1 3 0 1 2
"ENSG00000236687" 0 0 1 1 0 0
"ENSG00000236692" 0 0 1 0 1 0
"ENSG00000236695" 0 1 0 0 1 0
"ENSG00000236698" 16 6 7 8 14 10
"ENSG00000236699" 8 4 7 8 12 8
"ENSG00000236700" 4 9 5 8 11 9
"ENSG00000236703" 1 1 1 0 1 0
"ENSG00000236710" 5 1 2 1 1 1
"ENSG00000236714" 1 0 2 2 1 1
"ENSG00000236718" 1 1 0 1 0 1
"ENSG00000236719" 2785 3405 4259 3867 3063 3083
"ENSG00000236723" 10 15 9 12 7 15
"ENSG00000236732" 7 4 3 6 6 9
"ENSG00000236735" 0 1 0 2 0 0
"ENSG00000236739" 3 0 5 2 6 3
"ENSG00000236740" 1 0 1 0 1 0
"ENSG00000236744" 2 2 1 5 4 5
"ENSG00000236745" 0 0 0 0 0 2
"ENSG00000236751" 0 2 1 2 1 0
"ENSG00000236753" 68 87 104 102 84 67
"ENSG00000236754" 5 2 2 2 1 0
"ENSG00000236756" 3 8 11 10 11 14
"ENSG00000236760" 0 1 0 1 0 0
"ENSG00000236762" 0 2 1 2 2 0
"ENSG00000236764" 1 0 0 1 1 0
"ENSG00000236768" 1 4 1 5 1 1
"ENSG00000236769" 1 0 0 0 1 0
"ENSG00000236772" 4 1 4 6 3 2
"ENSG00000236773" 2 1 3 1 1 0
"ENSG00000236776" 0 0 0 0 2 0
"ENSG00000236778" 11 20 16 23 19 14
"ENSG00000236779" 0 2 1 1 0 1
"ENSG00000236780" 5 1 0 1 0 0
"ENSG00000236782" 15 11 30 14 10 10
"ENSG00000236790" 0 1 1 0 0 0
"ENSG00000236796" 0 1 0 1 1 1
"ENSG00000236801" 12 2 5 5 5 9
"ENSG00000236804" 1 0 0 0 0 1
"ENSG00000236806" 0 2 2 2 0 2
"ENSG00000236809" 20 16 8 23 12 20
"ENSG00000236810" 21 34 33 34 34 33
"ENSG00000236811" 2 3 2 4 3 2
"ENSG00000236813" 3 1 1 4 1 1
"ENSG00000236814" 8 2 5 8 3 5
"ENSG00000236817" 0 0 3 2 0 0
"ENSG00000236819" 15 14 27 15 13 14
"ENSG00000236824" 2634 4064 5840 3549 2829 3208
"ENSG00000236829" 33 31 63 61 37 44
"ENSG00000236830" 26 33 43 33 40 32
"ENSG00000236833" 2 2 3 1 2 5
"ENSG00000236841" 6 1 8 8 3 4
"ENSG00000236842" 1 3 1 0 1 1
"ENSG00000236844" 1 0 0 1 0 0
"ENSG00000236846" 1 1 0 1 0 0
"ENSG00000236848" 1 1 4 5 1 3
"ENSG00000236849" 413 492 609 541 435 377
"ENSG00000236852" 5 1 1 4 1 1
"ENSG00000236859" 122 168 179 162 142 133
"ENSG00000236861" 1 2 3 1 6 1
"ENSG00000236862" 0 2 0 2 2 1
"ENSG00000236866" 0 2 0 1 1 0
"ENSG00000236867" 1 0 0 2 1 1
"ENSG00000236869" 0 0 0 3 0 0
"ENSG00000236871" 5 7 8 7 5 3
"ENSG00000236872" 2 1 0 0 1 0
"ENSG00000236878" 1 1 4 2 0 0
"ENSG00000236882" 0 0 2 0 0 1
"ENSG00000236883" 1 1 7 5 2 4
"ENSG00000236885" 3 2 3 2 4 2
"ENSG00000236887" 1 0 2 0 1 0
"ENSG00000236889" 0 2 0 2 0 0
"ENSG00000236890" 2 2 2 0 0 1
"ENSG00000236896" 3 1 2 2 1 0
"ENSG00000236900" 0 0 0 0 1 1
"ENSG00000236901" 56 48 47 61 44 44
"ENSG00000236905" 1 0 0 2 0 0
"ENSG00000236913" 2 3 1 1 1 1
"ENSG00000236914" 17 12 15 21 12 12
"ENSG00000236917" 1 0 1 0 1 0
"ENSG00000236921" 20 43 35 23 16 26
"ENSG00000236924" 7 6 7 7 4 2
"ENSG00000236929" 1 1 0 1 0 0
"ENSG00000236937" 1 0 3 2 1 2
"ENSG00000236938" 10 1 2 8 3 6
"ENSG00000236939" 2 1 1 1 2 0
"ENSG00000236942" 0 1 1 3 2 0
"ENSG00000236947" 1 3 3 4 2 2
"ENSG00000236953" 2 1 4 0 2 0
"ENSG00000236957" 1 0 0 0 0 1
"ENSG00000236958" 0 1 2 0 3 1
"ENSG00000236976" 3 0 0 4 2 2
"ENSG00000236977" 0 2 3 1 0 2
"ENSG00000236985" 4 7 5 2 5 2
"ENSG00000236986" 2 0 3 4 3 1
"ENSG00000236988" 2 0 0 1 0 0
"ENSG00000236990" 8 10 7 7 5 5
"ENSG00000236991" 11 3 18 17 7 6
"ENSG00000236992" 3 0 0 0 4 1
"ENSG00000236993" 3 3 3 3 4 3
"ENSG00000237000" 5 7 14 6 7 4
"ENSG00000237004" 0 4 11 7 6 12
